purchase_date,purchase_month,item_name,item_price,顧客名,かな,地域,メールアドレス,登録日
2019-07-13 15:36:57,201907,商品F,600.0,榊原しぼり,さかきばら しぼり,D市,sakakibara_shibori@example.com,2017-03-13 00:00:00
2019-01-11 06:39:00,201901,商品Y,2500.0,米沢仁晶,よねざわ ひろあき,F市,yonezawa_hiroaki@example.com,2018-07-09 00:00:00
2019-04-08 12:50:58,201904,商品D,400.0,高田さんま,たかだ さんま,D市,takada_sanma@example.com,2017-06-16 00:00:00
2019-01-22 10:24:22,201901,商品X,2400.0,清水佑,しみず たすく,G市,shimizu_tasuku@example.com,2018-02-17 00:00:00
2019-04-02 20:25:52,201904,商品C,300.0,明石家明,あかしや あきら,B市,akashiya_akira@example.com,2018-02-13 00:00:00
2019-04-25 16:14:41,201904,商品S,1900.0,林勇,はやし ゆう,C市,hayashi_yuu@example.com,2018-07-28 00:00:00
2019-04-19 00:42:36,201904,商品S,1900.0,笹川照生,ささがわ てるお,F市,sasagawa_teruo@example.com,2017-04-08 00:00:00
2019-07-01 05:34:20,201907,商品L,1200.0,明石家明,あかしや あきら,B市,akashiya_akira@example.com,2018-02-13 00:00:00
2019-02-02 14:40:47,201902,商品B,200.0,岡慶太,おか けいた,C市,oka_keita@example.com,2018-07-22 00:00:00
2019-03-22 10:08:33,201903,商品D,400.0,戸塚美幸,とづか みゆき,H市,toduka_miyuki@example.com,2017-01-30 00:00:00
2019-02-11 08:53:21,201902,商品B,200.0,菅原誠治,すがわら せいじ,C市,sugawara_seiji@example.com,2018-06-28 00:00:00
2019-03-29 13:32:42,201903,商品M,1300.0,笹川照生,ささがわ てるお,F市,sasagawa_teruo@example.com,2017-04-08 00:00:00
2019-05-06 21:59:40,201905,商品D,400.0,秋葉あき,あきば あき,H市,akiba_aki@example.com,2018-07-10 00:00:00
2019-04-03 22:51:11,201904,商品J,1000.0,内田聡,うちだ さとし,E市,uchida_satoshi@example.com,2018-03-08 00:00:00
2019-05-29 00:50:48,201905,商品I,900.0,本多フミヤ,ほんだ ふみや,F市,honnda_fumiya@example.com,2017-05-23 00:00:00
2019-04-28 15:19:38,201904,商品J,1000.0,黄川田博之,きかわだ ひろゆき,C市,kikawada_hiroyuki@example.com,2018-02-14 00:00:00
2019-06-05 18:25:09,201906,商品R,1800.0,立石茜,たちいし あかね,B市,tachiishi_akane@example.com,2018-02-10 00:00:00
2019-03-17 07:49:21,201903,商品C,300.0,笹原しぼり,ささはら しぼり,E市,sasahara_shibori@example.com,2017-05-16 00:00:00
2019-01-19 03:04:40,201901,商品J,1000.0,大崎ヒカル,おおさき ひかる,E市,oosaki_hikaru@example.com,2017-02-22 00:00:00
2019-04-20 14:29:19,201904,商品D,400.0,井川真悠子,いがわ まゆこ,F市,igawa_mayuko@example.com,2017-03-04 00:00:00
2019-01-04 20:17:14,201901,商品R,1800.0,石田郁恵,いしだ いくえ,B市,ishida_ikue@example.com,2017-02-05 00:00:00
2019-06-14 04:55:13,201906,商品O,1500.0,有馬徹平,ありま てっぺい,H市,arima_teppei@example.com,2018-06-13 00:00:00
2019-02-18 06:55:00,201902,商品Q,1700.0,八木雅彦,やぎ まさひこ,B市,yagi_masahiko@example.com,2017-04-18 00:00:00
2019-01-19 07:40:43,201901,商品P,1600.0,川島友以乃,かわしま ゆいの,G市,kawashima_yuino@example.com,2017-06-09 00:00:00
2019-04-25 16:55:45,201904,商品A,100.0,矢部美幸,やべ みゆき,F市,yabe_miyuki@example.com,2017-05-27 00:00:00
2019-04-13 11:21:38,201904,商品F,600.0,熊倉綾,くまくら あや,H市,kumakura_aya@example.com,2017-07-15 00:00:00
2019-04-01 13:25:55,201904,商品D,400.0,南部慶二,なんぶ けいじ,A市,nannbu_keiji@example.com,2018-06-19 00:00:00
2019-06-06 12:58:04,201906,商品D,400.0,篠山雅功,しのやま まさとし,B市,shinoyama_masatoshi@example.com,2018-07-02 00:00:00
2019-03-25 02:25:16,201903,商品K,1100.0,藤広之,ふじ ひろゆき,G市,fuji_hiroyuki@example.com,2017-02-20 00:00:00
2019-02-11 15:51:05,201902,商品D,400.0,板橋隆,いたばし たかし,B市,itabashi_takashi@example.com,2018-06-14 00:00:00
2019-04-26 17:10:45,201904,商品C,300.0,小川美菜,おがわ みな,G市,ogawa_mina@example.com,2017-05-05 00:00:00
2019-03-23 21:01:39,201903,商品V,2200.0,岡慶太,おか けいた,C市,oka_keita@example.com,2018-07-22 00:00:00
2019-05-12 13:06:30,201905,商品M,1300.0,矢部美幸,やべ みゆき,F市,yabe_miyuki@example.com,2017-05-27 00:00:00
2019-03-25 20:25:38,201903,商品O,1500.0,榎本薫,えのもと かおる,C市,enomoto_kaoru@example.com,2017-06-17 00:00:00
2019-04-16 09:06:55,201904,商品M,1300.0,石田佑,いしだ たすく,E市,ishida_tasuku@example.com,2018-05-12 00:00:00
2019-05-16 04:46:46,201905,商品P,1600.0,井本マサカズ,いもと まさかず,C市,imoto_masakazu@example.com,2017-04-06 00:00:00
2019-07-14 09:55:24,201907,商品A,100.0,麻生莉緒,あそう りお,D市,asou_rio@example.com,2018-07-22 00:00:00
2019-05-15 22:11:25,201905,商品K,1100.0,日野夏希,ひの なつき,A市,hino_natsuki@example.com,2017-05-23 00:00:00
2019-01-05 08:33:34,201901,商品N,1400.0,奥光洋,おく みつひろ,A市,oku_mitsuhiro@example.com,2018-01-08 00:00:00
2019-07-14 17:32:29,201907,商品A,100.0,原口俊二,はらぐち しゅんじ,F市,haraguchi_shunji@example.com,2018-03-05 00:00:00
2019-07-30 17:13:36,201907,商品X,2400.0,東光博,ひがし みつひろ,A市,higashi_mitsuhiro@example.com,2018-02-06 00:00:00
2019-02-01 07:33:31,201902,商品V,2200.0,白井俊二,しらい しゅんじ,H市,shirai_shunji@example.com,2018-05-24 00:00:00
2019-01-07 23:04:11,201901,商品E,500.0,島英嗣,しま ひでつぐ,D市,shima_hidetsugu@example.com,2018-02-02 00:00:00
2019-03-12 02:05:24,201903,商品P,1600.0,尾形小雁,おがた こがん,B市,ogata_kogan@example.com,2017-03-15 00:00:00
2019-01-12 12:41:40,201901,商品H,800.0,五十嵐春樹,いがらし はるき,F市,igarashi_haruki@example.com,2017-01-06 00:00:00
2019-07-15 12:05:33,201907,商品P,1600.0,内村まさみ,うちむら まさみ,A市,uchimura_masami@example.com,2018-03-12 00:00:00
2019-07-30 09:17:51,201907,商品X,2400.0,深井菜々美,ふかい ななみ,C市,fukai_nanami@example.com,2017-01-26 00:00:00
2019-06-20 18:31:34,201906,商品H,800.0,芦田博之,あしだ ひろゆき,E市,ashida_hiroyuki@example.com,2018-07-15 00:00:00
2019-02-11 03:54:57,201902,商品A,100.0,堀江佑,ほりえ たすく,H市,horie_tasuku@example.com,2018-05-14 00:00:00
2019-05-27 19:04:05,201905,商品U,2100.0,相川良介,あいかわ りょうすけ,B市,aikawa_ryousuke@example.com,2017-07-03 00:00:00
2019-03-19 21:51:27,201903,商品K,1100.0,栗田憲一,くりた けんいち,E市,kurita_kenichi@example.com,2018-01-29 00:00:00
2019-07-06 11:04:56,201907,商品C,300.0,矢部美幸,やべ みゆき,F市,yabe_miyuki@example.com,2017-05-27 00:00:00
2019-05-26 16:54:26,201905,商品R,1800.0,赤木愛梨,あかぎ あいり,F市,akagi_airi@example.com,2018-07-29 00:00:00
2019-06-07 13:20:44,201906,商品W,2300.0,楠哲平,くすのき てっぺい,E市,kusunoki_teppei@example.com,2017-01-04 00:00:00
2019-04-18 16:31:40,201904,商品E,500.0,梅津淳子,うめづ あつこ,H市,umedu_atsuko@example.com,2017-01-08 00:00:00
2019-06-18 10:13:57,201906,商品V,2200.0,谷本愛梨,たにもと あいり,C市,tanimoto_airi@example.com,2018-06-25 00:00:00
2019-07-24 10:19:51,201907,商品C,300.0,黄川田博之,きかわだ ひろゆき,C市,kikawada_hiroyuki@example.com,2018-02-14 00:00:00
2019-02-16 07:43:39,201902,商品T,2000.0,島本研二,しまもと けんじ,H市,shimamoto_kenji@example.com,2018-03-24 00:00:00
2019-05-31 00:45:21,201905,商品D,400.0,星野美嘉,ほしの みか,G市,hoshino_mika1@example.com,2018-03-29 00:00:00
2019-07-18 10:36:23,201907,商品N,1400.0,松村聡,まつむら さとし,G市,matsumura_satoshi@example.com,2018-07-19 00:00:00
2019-05-29 17:22:52,201905,商品W,2300.0,野本仁晶,のもと ひろあき,G市,nomoto_hiroaki@example.com,2017-06-19 00:00:00
2019-06-09 03:56:07,201906,商品P,1600.0,松岡ノブヒコ,まつおか のぶひこ,B市,matsuoka_nobuhiko@example.com,2018-05-02 00:00:00
2019-02-19 20:23:16,201902,商品U,2100.0,梅津淳子,うめづ あつこ,H市,umedu_atsuko@example.com,2017-01-08 00:00:00
2019-01-27 18:04:08,201901,商品P,1600.0,佐藤慶二,さとう けいじ,E市,satou_keiji@example.com,2017-07-10 00:00:00
2019-04-26 21:17:50,201904,商品N,1400.0,大西隆之介,おおにし りゅうのすけ,H市,oonishi_ryuunosuke@example.com,2019-04-19 00:00:00
2019-07-10 18:32:36,201907,商品P,1600.0,堀サンタマリア,ほり さんたまりあ,G市,hori_stmaria@example.com,2018-04-24 00:00:00
2019-04-26 23:57:14,201904,商品E,500.0,荻野愛菜,おぎの あいな,B市,ogino_aina@example.com,2018-01-09 00:00:00
2019-06-08 07:43:08,201906,商品T,2000.0,梅村秀樹,うめむら ひでき,F市,umemura_hideki@example.com,2017-04-01 00:00:00
2019-02-13 16:59:34,201902,商品W,2300.0,戸塚美幸,とづか みゆき,H市,toduka_miyuki@example.com,2017-01-30 00:00:00
2019-07-03 12:43:26,201907,商品L,1200.0,清水佑,しみず たすく,G市,shimizu_tasuku@example.com,2018-02-17 00:00:00
2019-01-04 02:25:50,201901,商品C,300.0,岡慶太,おか けいた,C市,oka_keita@example.com,2018-07-22 00:00:00
2019-03-25 16:37:26,201903,商品H,800.0,岡田敏也,おかだ としや,E市,okada_toshiya@example.com,2017-02-18 00:00:00
2019-07-29 15:33:20,201907,商品O,1500.0,高原充則,たかはら みつのり,H市,takahara_mitsunori@example.com,2018-04-21 00:00:00
2019-07-25 19:48:53,201907,商品W,2300.0,村山知世,むらやま ちせ,D市,murayama_chise@example.com,2017-04-12 00:00:00
2019-02-02 07:17:23,201902,商品D,400.0,亀井一徳,かめい いっとく,A市,kamei_ittoku@example.com,2017-03-04 00:00:00
2019-01-09 23:28:08,201901,商品N,1400.0,井村俊二,いむら しゅんじ,D市,imura_shunji@example.com,2017-04-14 00:00:00
2019-04-09 20:55:16,201904,商品N,1400.0,清水佑,しみず たすく,G市,shimizu_tasuku@example.com,2018-02-17 00:00:00
2019-03-08 18:56:17,201903,商品P,1600.0,榊原しぼり,さかきばら しぼり,D市,sakakibara_shibori@example.com,2017-03-13 00:00:00
2019-07-24 08:57:23,201907,商品K,1100.0,日比野徹,ひびの とおる,C市,hibino_tohru@example.com,2018-02-22 00:00:00
2019-03-24 12:35:21,201903,商品C,300.0,矢部美幸,やべ みゆき,F市,yabe_miyuki@example.com,2017-05-27 00:00:00
2019-01-03 05:44:12,201901,商品F,600.0,戸塚美幸,とづか みゆき,H市,toduka_miyuki@example.com,2017-01-30 00:00:00
2019-07-17 04:24:48,201907,商品V,2200.0,内村まさみ,うちむら まさみ,A市,uchimura_masami@example.com,2018-03-12 00:00:00
2019-07-21 03:58:44,201907,商品U,2100.0,楠哲平,くすのき てっぺい,E市,kusunoki_teppei@example.com,2017-01-04 00:00:00
2019-05-30 09:47:46,201905,商品K,1100.0,梅津淳子,うめづ あつこ,H市,umedu_atsuko@example.com,2017-01-08 00:00:00
2019-07-07 22:13:00,201907,商品H,800.0,岡村希,おかむら のぞみ,H市,okamura_nozomi@example.com,2018-05-19 00:00:00
2019-01-27 21:30:08,201901,商品E,500.0,黄川田博之,きかわだ ひろゆき,C市,kikawada_hiroyuki@example.com,2018-02-14 00:00:00
2019-07-21 00:26:28,201907,商品F,600.0,野本仁晶,のもと ひろあき,G市,nomoto_hiroaki@example.com,2017-06-19 00:00:00
2019-02-12 14:31:17,201902,商品E,500.0,麻生莉緒,あそう りお,D市,asou_rio@example.com,2018-07-22 00:00:00
2019-07-10 23:10:27,201907,商品C,300.0,川島友以乃,かわしま ゆいの,G市,kawashima_yuino@example.com,2017-06-09 00:00:00
2019-02-15 09:46:20,201902,商品C,300.0,井川里穂,いがわ りほ,A市,igawa_riho@example.com,2017-04-13 00:00:00
2019-04-21 20:54:24,201904,商品G,700.0,松田浩正,まつだ ひろまさ,E市,matsuda_hiromasa@example.com,2018-01-11 00:00:00
2019-03-25 23:18:18,201903,商品X,2400.0,藤広之,ふじ ひろゆき,G市,fuji_hiroyuki@example.com,2017-02-20 00:00:00
2019-01-30 01:07:23,201901,商品J,1000.0,外山広司,そとやま こうじ,C市,sotoyama_kouji@example.com,2017-06-28 00:00:00
2019-01-03 07:56:02,201901,商品T,2000.0,板橋隆,いたばし たかし,B市,itabashi_takashi@example.com,2018-06-14 00:00:00
2019-03-12 17:57:58,201903,商品H,800.0,岩井莉緒,いわい りお,F市,iwai_rio@example.com,2018-05-27 00:00:00
2019-03-13 16:26:29,201903,商品B,200.0,山西花,やまにし はな,A市,yamanishi_hana@example.com,2018-05-13 00:00:00
2019-05-18 07:29:09,201905,商品R,1800.0,平賀一哉,ひらが かずや,B市,hiraga_kazuya@example.com,2017-05-23 00:00:00
2019-05-18 01:34:02,201905,商品R,1800.0,内村まさみ,うちむら まさみ,A市,uchimura_masami@example.com,2018-03-12 00:00:00
2019-01-04 23:28:17,201901,商品V,2200.0,米沢仁晶,よねざわ ひろあき,F市,yonezawa_hiroaki@example.com,2018-07-09 00:00:00
2019-01-21 21:10:05,201901,商品K,1100.0,河村由樹,かわむら ゆき,C市,kawamura_yuki@example.com,2017-03-17 00:00:00
2019-07-03 21:50:35,201907,商品I,900.0,清水裕次郎,しみず ゆうじろう,C市,shimizu_yuujirou@example.com,2018-03-09 00:00:00
2019-02-11 20:42:42,201902,商品B,200.0,岡慶太,おか けいた,C市,oka_keita@example.com,2018-07-22 00:00:00
2019-03-02 09:06:06,201903,商品B,200.0,大地礼子,おおち れいこ,E市,oochi_reiko@example.com,2017-05-09 00:00:00
2019-02-20 16:49:58,201902,商品U,2100.0,進藤瞬,しんどう しゅん,A市,shinndou_shun@example.com,2017-07-06 00:00:00
2019-06-21 03:36:00,201906,商品I,900.0,河内さとみ,かわうち さとみ,E市,kawauchi_satomi@example.com,2017-01-21 00:00:00
2019-03-27 14:37:02,201903,商品X,2400.0,白井俊二,しらい しゅんじ,H市,shirai_shunji@example.com,2018-05-24 00:00:00
2019-06-28 21:26:57,201906,商品S,1900.0,藤木一恵,ふじき かづえ,E市,fujiki_kadue@example.com,2018-07-01 00:00:00
2019-06-22 11:14:17,201906,商品F,600.0,大倉晃司,おおくら こうじ,E市,ookura_kouji@example.com,2018-03-31 00:00:00
2019-06-18 04:07:28,201906,商品V,2200.0,吉村愛梨,よしむら あいり,C市,yoshimura_airi@example.com,2017-03-23 00:00:00
2019-04-11 00:20:46,201904,商品O,1500.0,梅村秀樹,うめむら ひでき,F市,umemura_hideki@example.com,2017-04-01 00:00:00
2019-07-14 05:07:38,201907,商品S,1900.0,井川真悠子,いがわ まゆこ,F市,igawa_mayuko@example.com,2017-03-04 00:00:00
2019-05-20 10:08:27,201905,商品J,1000.0,尾上勝久,おがみ かつひさ,D市,ogami_katsuhisa@example.com,2017-07-20 00:00:00
2019-06-29 12:32:50,201906,商品X,2400.0,桑原桃子,くわばら ももこ,G市,kuwabara_momoko@example.com,2017-02-18 00:00:00
2019-04-30 22:07:13,201904,商品Q,1700.0,那須蒼甫,なす そうすけ,A市,nasu_sousuke@example.com,2017-04-22 00:00:00
2019-04-09 15:56:24,201904,商品D,400.0,徳重優,とくしげ ゆう,B市,tokushige_yuu@example.com,2017-01-05 00:00:00
2019-03-14 09:23:44,201903,商品V,2200.0,石川まさみ,いしかわ まさみ,G市,ishikawa_masami@example.com,2018-02-12 00:00:00
2019-03-18 20:22:49,201903,商品J,1000.0,川上りえ,かわかみ りえ,G市,kawakami_rie@example.com,2017-06-20 00:00:00
2019-03-28 07:36:23,201903,商品H,800.0,松村聡,まつむら さとし,G市,matsumura_satoshi@example.com,2018-07-19 00:00:00
2019-04-12 06:15:20,201904,商品H,800.0,河内さとみ,かわうち さとみ,E市,kawauchi_satomi@example.com,2017-01-21 00:00:00
2019-04-07 09:37:35,201904,商品A,100.0,深井菜々美,ふかい ななみ,C市,fukai_nanami@example.com,2017-01-26 00:00:00
2019-07-25 15:42:25,201907,商品I,900.0,有馬徹平,ありま てっぺい,H市,arima_teppei@example.com,2018-06-13 00:00:00
2019-01-27 22:43:55,201901,商品L,1200.0,和泉直人,わいずみ なおと,H市,waizumi_naoto@example.com,2018-06-10 00:00:00
2019-03-07 04:37:35,201903,商品I,900.0,松沢育二,まつざわ いくじ,F市,matsuzawa_ikuji@example.com,2017-07-15 00:00:00
2019-02-05 04:21:35,201902,商品R,1800.0,石渡小雁,いしわたり こがん,D市,ishiwatari_kogan@example.com,2017-07-28 00:00:00
2019-05-08 09:27:03,201905,商品G,700.0,森岡季衣,もりおか としえ,H市,morioka_toshie@example.com,2017-01-30 00:00:00
2019-04-20 03:05:45,201904,商品V,2200.0,荻野愛,おぎの あい,F市,ogino_ai@example.com,2017-05-19 00:00:00
2019-03-02 20:16:22,201903,商品C,300.0,今茜,こん あかね,F市,kon_akane@example.com,2018-05-20 00:00:00
2019-02-04 22:08:57,201902,商品E,500.0,さだ千佳子,さだ ちかこ,H市,sada_chikako@example.com,2017-07-01 00:00:00
2019-01-29 17:16:05,201901,商品A,100.0,石田佑,いしだ たすく,E市,ishida_tasuku@example.com,2018-05-12 00:00:00
2019-03-03 12:19:18,201903,商品U,2100.0,久保田倫子,くぼた のりこ,A市,kubota_noriko1@example.com,2017-06-02 00:00:00
2019-02-16 23:30:08,201902,商品X,2400.0,林勇,はやし ゆう,C市,hayashi_yuu@example.com,2018-07-28 00:00:00
2019-05-22 11:22:39,201905,商品N,1400.0,山西花,やまにし はな,A市,yamanishi_hana@example.com,2018-05-13 00:00:00
2019-06-17 01:07:42,201906,商品O,1500.0,内田聡,うちだ さとし,E市,uchida_satoshi@example.com,2018-03-08 00:00:00
2019-05-13 01:01:44,201905,商品K,1100.0,岩井莉緒,いわい りお,F市,iwai_rio@example.com,2018-05-27 00:00:00
2019-02-18 20:57:20,201902,商品V,2200.0,藤広之,ふじ ひろゆき,G市,fuji_hiroyuki@example.com,2017-02-20 00:00:00
2019-02-05 17:23:47,201902,商品V,2200.0,森岡季衣,もりおか としえ,H市,morioka_toshie@example.com,2017-01-30 00:00:00
2019-04-25 19:50:45,201904,商品B,200.0,矢部夏空,やべ そら,F市,yabe_sora@example.com,2017-03-25 00:00:00
2019-06-29 00:25:05,201906,商品M,1300.0,山西花,やまにし はな,A市,yamanishi_hana@example.com,2018-05-13 00:00:00
2019-05-17 23:07:56,201905,商品T,2000.0,石田郁恵,いしだ いくえ,B市,ishida_ikue@example.com,2017-02-05 00:00:00
2019-07-27 12:03:27,201907,商品Q,1700.0,笹原しぼり,ささはら しぼり,E市,sasahara_shibori@example.com,2017-05-16 00:00:00
2019-03-20 04:55:21,201903,商品U,2100.0,林勇,はやし ゆう,C市,hayashi_yuu@example.com,2018-07-28 00:00:00
2019-05-01 19:17:34,201905,商品R,1800.0,神原美嘉,かんばら みか,D市,kannbara_mika@example.com,2017-03-23 00:00:00
2019-04-09 19:25:35,201904,商品F,600.0,唐沢景子,からさわ けいこ,D市,karasawa_keiko@example.com,2018-05-02 00:00:00
2019-01-14 00:48:51,201901,商品F,600.0,荻野愛菜,おぎの あいな,B市,ogino_aina@example.com,2018-01-09 00:00:00
2019-03-22 22:18:15,201903,商品R,1800.0,鶴岡薫,つるおか かおる,F市,tsuruoka_kaoru@example.com,2017-03-12 00:00:00
2019-05-30 12:29:53,201905,商品R,1800.0,水野メイサ,みずの めいさ,D市,mizuno_meisa@example.com,2017-07-30 00:00:00
2019-05-05 10:03:08,201905,商品G,700.0,島袋友以乃,しまぶくろ ゆいの,C市,shimabukuro_yuino@example.com,2018-04-14 00:00:00
2019-06-30 20:05:26,201906,商品C,300.0,山西花,やまにし はな,A市,yamanishi_hana@example.com,2018-05-13 00:00:00
2019-04-18 14:29:48,201904,商品C,300.0,楠高史,くすのき たかし,G市,kusunoki_takashi@example.com,2017-04-11 00:00:00
2019-06-09 00:49:59,201906,商品F,600.0,若杉徹,わかすぎ とおる,G市,wakasugi_tohru@example.com,2017-03-26 00:00:00
2019-02-06 05:32:54,201902,商品T,2000.0,田畑正敏,たばた まさとし,A市,tabata_masatoshi@example.com,2018-02-06 00:00:00
2019-03-31 03:57:30,201903,商品Y,2500.0,新谷智花,あらや ともか,F市,araya_tomoka@example.com,2017-02-14 00:00:00
2019-03-28 15:01:30,201903,商品D,400.0,平田鉄二,ひらた てつじ,D市,hirata_tetsuji@example.com,2017-06-07 00:00:00
2019-04-07 03:51:04,201904,商品A,100.0,鈴木一哉,すずき かずや,C市,suzuki_kazuya@example.com,2017-04-09 00:00:00
2019-07-04 23:52:11,201907,商品Y,2500.0,桑原桃子,くわばら ももこ,G市,kuwabara_momoko@example.com,2017-02-18 00:00:00
2019-02-09 22:34:53,201902,商品F,600.0,丸山光臣,まるやま みつおみ,G市,maruyama_mitsuomi@example.com,2017-01-30 00:00:00
2019-05-17 12:40:29,201905,商品F,600.0,福島友也,ふくしま ともや,B市,fukushima_tomoya@example.com,2017-07-01 00:00:00
2019-01-21 23:19:45,201901,商品M,1300.0,赤木愛梨,あかぎ あいり,F市,akagi_airi@example.com,2018-07-29 00:00:00
2019-06-22 01:38:41,201906,商品B,200.0,浜田未華子,はまだ みかこ,H市,hamada_mikako@example.com,2018-05-22 00:00:00
2019-02-26 10:43:00,201902,商品H,800.0,岡田敏也,おかだ としや,E市,okada_toshiya@example.com,2017-02-18 00:00:00
2019-02-08 08:08:08,201902,商品I,900.0,川島友以乃,かわしま ゆいの,G市,kawashima_yuino@example.com,2017-06-09 00:00:00
2019-01-06 13:59:46,201901,商品F,600.0,合田光,あいだ ひかる,D市,aida_hikaru@example.com,2018-05-22 00:00:00
2019-01-19 08:14:17,201901,商品O,1500.0,井川里穂,いがわ りほ,A市,igawa_riho@example.com,2017-04-13 00:00:00
2019-02-07 15:50:12,201902,商品A,100.0,片瀬長利,かたせ ながとし,C市,katase_nagatoshi@example.com,2018-05-03 00:00:00
2019-07-19 06:28:29,201907,商品Q,1700.0,大地礼子,おおち れいこ,E市,oochi_reiko@example.com,2017-05-09 00:00:00
2019-01-29 03:19:02,201901,商品D,400.0,荻野愛,おぎの あい,F市,ogino_ai@example.com,2017-05-19 00:00:00
2019-07-24 18:54:21,201907,商品F,600.0,熊倉明日,くまくら めいび,G市,kumakura_meibi@example.com,2018-05-07 00:00:00
2019-05-19 15:54:53,201905,商品G,700.0,古川信吾,ふるかわ しんご,D市,furukawa_shingo@example.com,2018-01-12 00:00:00
2019-05-07 22:50:56,201905,商品O,1500.0,堀サンタマリア,ほり さんたまりあ,G市,hori_stmaria@example.com,2018-04-24 00:00:00
2019-07-13 22:09:11,201907,商品S,1900.0,亀井一徳,かめい いっとく,A市,kamei_ittoku@example.com,2017-03-04 00:00:00
2019-02-12 08:52:04,201902,商品T,2000.0,矢部惇,やべ じゅん,A市,yabe_jun@example.com,2018-05-20 00:00:00
2019-04-04 12:58:19,201904,商品D,400.0,井口寛治,いぐち かんじ,B市,iguchi_kanji@example.com,2017-02-19 00:00:00
2019-05-02 12:25:04,201905,商品I,900.0,井口寛治,いぐち かんじ,B市,iguchi_kanji@example.com,2017-02-19 00:00:00
2019-04-06 03:47:46,201904,商品P,1600.0,市田寿明,いちだ としあき,E市,ichida_toshiaki@example.com,2017-04-10 00:00:00
2019-06-01 08:38:09,201906,商品K,1100.0,根岸莉央,ねぎし りお,G市,negishi_rio@example.com,2018-06-29 00:00:00
2019-02-18 22:08:13,201902,商品R,1800.0,戸塚美幸,とづか みゆき,H市,toduka_miyuki@example.com,2017-01-30 00:00:00
2019-07-24 12:49:55,201907,商品V,2200.0,山西花,やまにし はな,A市,yamanishi_hana@example.com,2018-05-13 00:00:00
2019-07-08 16:27:50,201907,商品D,400.0,根本博明,ねもと ひろあき,E市,nemoto_hiroaki@example.com,2017-07-02 00:00:00
2019-02-10 17:29:39,201902,商品C,300.0,岡田敏也,おかだ としや,E市,okada_toshiya@example.com,2017-02-18 00:00:00
2019-03-23 11:03:04,201903,商品B,200.0,八木雅彦,やぎ まさひこ,B市,yagi_masahiko@example.com,2017-04-18 00:00:00
2019-05-15 21:37:47,201905,商品C,300.0,進藤瞬,しんどう しゅん,A市,shinndou_shun@example.com,2017-07-06 00:00:00
2019-05-21 14:30:38,201905,商品D,400.0,中仁晶,なか ひろあき,G市,naka_hiroaki@example.com,2018-01-31 00:00:00
2019-01-26 02:15:28,201901,商品F,600.0,田上美佐子,たうえ みさこ,A市,taue_misako@example.com,2017-03-29 00:00:00
2019-01-24 05:31:27,201901,商品R,1800.0,赤木愛梨,あかぎ あいり,F市,akagi_airi@example.com,2018-07-29 00:00:00
2019-03-27 16:08:26,201903,商品H,800.0,奥光洋,おく みつひろ,A市,oku_mitsuhiro@example.com,2018-01-08 00:00:00
2019-02-23 01:45:39,201902,商品A,100.0,佐藤慶二,さとう けいじ,E市,satou_keiji@example.com,2017-07-10 00:00:00
2019-01-13 23:11:57,201901,商品S,1900.0,中田美智子,なかた みちこ,E市,nakata_michiko@example.com,2017-06-01 00:00:00
2019-07-29 01:13:08,201907,商品X,2400.0,西脇礼子,にしわき れいこ,H市,nishiwaki_reiko@example.com,2017-07-08 00:00:00
2019-04-07 08:37:36,201904,商品P,1600.0,松田浩正,まつだ ひろまさ,E市,matsuda_hiromasa@example.com,2018-01-11 00:00:00
2019-04-26 02:54:36,201904,商品I,900.0,若杉徹,わかすぎ とおる,G市,wakasugi_tohru@example.com,2017-03-26 00:00:00
2019-05-03 22:42:17,201905,商品Y,2500.0,岡慶太,おか けいた,C市,oka_keita@example.com,2018-07-22 00:00:00
2019-05-17 10:59:43,201905,商品C,300.0,磯野希,いその のぞみ,B市,isono_nozomi@example.com,2017-07-26 00:00:00
2019-01-26 02:03:25,201901,商品B,200.0,東光博,ひがし みつひろ,A市,higashi_mitsuhiro@example.com,2018-02-06 00:00:00
2019-04-15 12:39:03,201904,商品A,100.0,小口豊,おぐち ゆたか,H市,oguchi_yutaka@example.com,2018-02-28 00:00:00
2019-02-11 22:50:09,201902,商品V,2200.0,影山輝信,かげやま あきのぶ,A市,kageyama_akinobu@example.com,2017-01-23 00:00:00
2019-02-24 07:46:25,201902,商品W,2300.0,松川綾女,まつかわ あやめ,E市,matsukawa_ayame@example.com,2018-07-23 00:00:00
2019-06-04 10:28:37,201906,商品G,700.0,堀北雅彦,ほりきた まさひこ,H市,horikita_masahiko@example.com,2017-05-05 00:00:00
2019-07-13 15:39:08,201907,商品V,2200.0,井川真悠子,いがわ まゆこ,F市,igawa_mayuko@example.com,2017-03-04 00:00:00
2019-03-02 07:12:14,201903,商品C,300.0,杉田将也,すぎた まさや,A市,sugita_masaya@example.com,2018-04-18 00:00:00
2019-06-30 22:33:00,201906,商品N,1400.0,大城ケンイチ,おおしろ けんいち,B市,ooshiro_kenichi@example.com,2017-06-13 00:00:00
2019-07-10 02:42:57,201907,商品L,1200.0,松岡ノブヒコ,まつおか のぶひこ,B市,matsuoka_nobuhiko@example.com,2018-05-02 00:00:00
2019-03-28 16:47:58,201903,商品I,900.0,石田郁恵,いしだ いくえ,B市,ishida_ikue@example.com,2017-02-05 00:00:00
